Condition_numeric,type,condition_category,Strain,corrected_individual_rate,corrected_individual_OD,order,Species,SILVA_phylum,SILVA_class,SILVA_order,SILVA_family,SILVA_genus,phylum_color,class_color,order_color,family_color
4,osmolality,~1800 mOsm/kg,Fusobacterium ulcerans 12_1B HM-57,0,0,78,Fusobacterium ulcerans,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,#0072b2,#338ec1,#66aad1,#99c7e0
5,pH,pH 4,Citrobacter portucalensis 30_2 HM-34,0,0,79,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
5,pH,pH 4,Citrobacter portucalensis 30_2 HM-34,0,0,79,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
5,pH,pH 4,Citrobacter portucalensis 30_2 HM-34,0,0,79,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
6,pH,pH 5.5,Citrobacter portucalensis 30_2 HM-34,0.013616179,0.079,79,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
6,pH,pH 5.5,Citrobacter portucalensis 30_2 HM-34,0.014241766,0.077,79,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
6,pH,pH 5.5,Citrobacter portucalensis 30_2 HM-34,0.012709223,0.061,79,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
7,pH,pH 6.9,Citrobacter portucalensis 30_2 HM-34,0.375520966,1.053,79,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
7,pH,pH 6.9,Citrobacter portucalensis 30_2 HM-34,0.363842879,1.023,79,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
7,pH,pH 6.9,Citrobacter portucalensis 30_2 HM-34,0.379768673,1.072,79,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
8,pH,pH 7.4,Citrobacter portucalensis 30_2 HM-34,0.467083124,1.218,79,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
8,pH,pH 7.4,Citrobacter portucalensis 30_2 HM-34,0.454944334,1.201,79,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
8,pH,pH 7.4,Citrobacter portucalensis 30_2 HM-34,0.455663667,1.212,79,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
3,osmolality,lowest osmolality,Citrobacter portucalensis 30_2 HM-34,0.347938299,0.9,79,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
3,osmolality,lowest osmolality,Citrobacter portucalensis 30_2 HM-34,0.331220838,0.971,79,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
3,osmolality,lowest osmolality,Citrobacter portucalensis 30_2 HM-34,0.293396832,0.812,79,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
4,osmolality,~890 mOsm/kg,Citrobacter portucalensis 30_2 HM-34,0.362901856,0.972,79,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
4,osmolality,~890 mOsm/kg,Citrobacter portucalensis 30_2 HM-34,0.345110755,0.944,79,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
4,osmolality,~890 mOsm/kg,Citrobacter portucalensis 30_2 HM-34,0.366323598,0.984,79,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
1,osmolality,~1170 mOsm/kg,Citrobacter portucalensis 30_2 HM-34,0.325169332,1.007,79,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
1,osmolality,~1170 mOsm/kg,Citrobacter portucalensis 30_2 HM-34,0.307131824,0.977,79,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
1,osmolality,~1170 mOsm/kg,Citrobacter portucalensis 30_2 HM-34,0.342036569,1.055,79,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
2,osmolality,~1800 mOsm/kg,Citrobacter portucalensis 30_2 HM-34,0.222764097,0.944,79,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
2,osmolality,~1800 mOsm/kg,Citrobacter portucalensis 30_2 HM-34,0.213215868,0.876,79,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
2,osmolality,~1800 mOsm/kg,Citrobacter portucalensis 30_2 HM-34,0.177776425,0.858,79,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
5,pH,pH 4,Citrobacter portucalensis 4_7_47CFAA HM-299,0,0,80,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
5,pH,pH 4,Citrobacter portucalensis 4_7_47CFAA HM-299,0,0,80,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
5,pH,pH 4,Citrobacter portucalensis 4_7_47CFAA HM-299,0,0,80,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
6,pH,pH 5.5,Citrobacter portucalensis 4_7_47CFAA HM-299,0.012039146,0.119,80,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
6,pH,pH 5.5,Citrobacter portucalensis 4_7_47CFAA HM-299,0.010064116,0.103,80,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
6,pH,pH 5.5,Citrobacter portucalensis 4_7_47CFAA HM-299,0.011757906,0.118,80,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
7,pH,pH 6.9,Citrobacter portucalensis 4_7_47CFAA HM-299,0.298918346,1.157,80,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
7,pH,pH 6.9,Citrobacter portucalensis 4_7_47CFAA HM-299,0.327408016,1.095,80,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
7,pH,pH 6.9,Citrobacter portucalensis 4_7_47CFAA HM-299,0.283444208,1.098,80,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
8,pH,pH 7.4,Citrobacter portucalensis 4_7_47CFAA HM-299,0.412690351,1.272,80,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
8,pH,pH 7.4,Citrobacter portucalensis 4_7_47CFAA HM-299,0.477123778,1.291,80,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
8,pH,pH 7.4,Citrobacter portucalensis 4_7_47CFAA HM-299,0.384749602,1.191,80,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
3,osmolality,lowest osmolality,Citrobacter portucalensis 4_7_47CFAA HM-299,0.3374741,1.18,80,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
3,osmolality,lowest osmolality,Citrobacter portucalensis 4_7_47CFAA HM-299,0.308895445,1.132,80,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
3,osmolality,lowest osmolality,Citrobacter portucalensis 4_7_47CFAA HM-299,0.331044779,1.036,80,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
4,osmolality,~890 mOsm/kg,Citrobacter portucalensis 4_7_47CFAA HM-299,0.30148778,1.033,80,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
4,osmolality,~890 mOsm/kg,Citrobacter portucalensis 4_7_47CFAA HM-299,0.244163069,1.015,80,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
4,osmolality,~890 mOsm/kg,Citrobacter portucalensis 4_7_47CFAA HM-299,0.394182511,1.022,80,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
1,osmolality,~1170 mOsm/kg,Citrobacter portucalensis 4_7_47CFAA HM-299,0.398387617,0.954,80,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
1,osmolality,~1170 mOsm/kg,Citrobacter portucalensis 4_7_47CFAA HM-299,0.195251518,1.004,80,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
1,osmolality,~1170 mOsm/kg,Citrobacter portucalensis 4_7_47CFAA HM-299,0.103884265,0.817,80,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
2,osmolality,~1800 mOsm/kg,Citrobacter portucalensis 4_7_47CFAA HM-299,0.073427971,0.62,80,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
2,osmolality,~1800 mOsm/kg,Citrobacter portucalensis 4_7_47CFAA HM-299,0.074113441,0.571,80,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
2,osmolality,~1800 mOsm/kg,Citrobacter portucalensis 4_7_47CFAA HM-299,0.062521888,0.541,80,Citrobacter portucalensis,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
5,pH,pH 4,Citrobacter youngae ATCC 29220,0,0,81,Citrobacter youngae,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
5,pH,pH 4,Citrobacter youngae ATCC 29220,0,0,81,Citrobacter youngae,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
5,pH,pH 4,Citrobacter youngae ATCC 29220,0,0,81,Citrobacter youngae,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
6,pH,pH 5.5,Citrobacter youngae ATCC 29220,0.011016847,0.124,81,Citrobacter youngae,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
6,pH,pH 5.5,Citrobacter youngae ATCC 29220,0.013706067,0.109,81,Citrobacter youngae,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
6,pH,pH 5.5,Citrobacter youngae ATCC 29220,0.008599029,0.086,81,Citrobacter youngae,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
7,pH,pH 6.9,Citrobacter youngae ATCC 29220,0.324920067,1.349,81,Citrobacter youngae,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
7,pH,pH 6.9,Citrobacter youngae ATCC 29220,0.319985563,1.304,81,Citrobacter youngae,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
7,pH,pH 6.9,Citrobacter youngae ATCC 29220,0.320575546,1.349,81,Citrobacter youngae,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
8,pH,pH 7.4,Citrobacter youngae ATCC 29220,0.468656788,1.384,81,Citrobacter youngae,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
8,pH,pH 7.4,Citrobacter youngae ATCC 29220,0.408539321,1.413,81,Citrobacter youngae,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
8,pH,pH 7.4,Citrobacter youngae ATCC 29220,0.463480417,1.422,81,Citrobacter youngae,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
3,osmolality,lowest osmolality,Citrobacter youngae ATCC 29220,0.372906777,1.412,81,Citrobacter youngae,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
3,osmolality,lowest osmolality,Citrobacter youngae ATCC 29220,0.351899384,1.337,81,Citrobacter youngae,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
3,osmolality,lowest osmolality,Citrobacter youngae ATCC 29220,0.36797756,1.397,81,Citrobacter youngae,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
4,osmolality,~890 mOsm/kg,Citrobacter youngae ATCC 29220,0.193151763,1.267,81,Citrobacter youngae,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
4,osmolality,~890 mOsm/kg,Citrobacter youngae ATCC 29220,0.182336842,1.216,81,Citrobacter youngae,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
4,osmolality,~890 mOsm/kg,Citrobacter youngae ATCC 29220,0.164538121,1.147,81,Citrobacter youngae,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
1,osmolality,~1170 mOsm/kg,Citrobacter youngae ATCC 29220,0.165336422,1.073,81,Citrobacter youngae,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
1,osmolality,~1170 mOsm/kg,Citrobacter youngae ATCC 29220,0.128223845,1.071,81,Citrobacter youngae,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
1,osmolality,~1170 mOsm/kg,Citrobacter youngae ATCC 29220,0.166042341,1.162,81,Citrobacter youngae,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
2,osmolality,~1800 mOsm/kg,Citrobacter youngae ATCC 29220,0.107928312,0.58,81,Citrobacter youngae,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
2,osmolality,~1800 mOsm/kg,Citrobacter youngae ATCC 29220,0.130267574,0.545,81,Citrobacter youngae,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
2,osmolality,~1800 mOsm/kg,Citrobacter youngae ATCC 29220,0.049314644,0.508,81,Citrobacter youngae,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
5,pH,pH 4,Enterobacter cancerogenus ATCC 35316,0,0,82,Enterobacter cancerogenus,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
5,pH,pH 4,Enterobacter cancerogenus ATCC 35316,0,0,82,Enterobacter cancerogenus,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
5,pH,pH 4,Enterobacter cancerogenus ATCC 35316,0,0,82,Enterobacter cancerogenus,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
6,pH,pH 5.5,Enterobacter cancerogenus ATCC 35316,0.004297763,0.054,82,Enterobacter cancerogenus,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
6,pH,pH 5.5,Enterobacter cancerogenus ATCC 35316,0.003382729,0.039,82,Enterobacter cancerogenus,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
6,pH,pH 5.5,Enterobacter cancerogenus ATCC 35316,0.005489105,0.062,82,Enterobacter cancerogenus,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
7,pH,pH 6.9,Enterobacter cancerogenus ATCC 35316,0.267087051,1.025,82,Enterobacter cancerogenus,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
7,pH,pH 6.9,Enterobacter cancerogenus ATCC 35316,0.271984337,1.052,82,Enterobacter cancerogenus,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
7,pH,pH 6.9,Enterobacter cancerogenus ATCC 35316,0.276915072,1.063,82,Enterobacter cancerogenus,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
8,pH,pH 7.4,Enterobacter cancerogenus ATCC 35316,0.396077035,1.449,82,Enterobacter cancerogenus,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
8,pH,pH 7.4,Enterobacter cancerogenus ATCC 35316,0.384039912,1.401,82,Enterobacter cancerogenus,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
8,pH,pH 7.4,Enterobacter cancerogenus ATCC 35316,0.412186294,1.475,82,Enterobacter cancerogenus,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
3,osmolality,lowest osmolality,Enterobacter cancerogenus ATCC 35316,0.279570695,1.226,82,Enterobacter cancerogenus,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
3,osmolality,lowest osmolality,Enterobacter cancerogenus ATCC 35316,0.251880129,1.277,82,Enterobacter cancerogenus,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
3,osmolality,lowest osmolality,Enterobacter cancerogenus ATCC 35316,0.265125943,1.145,82,Enterobacter cancerogenus,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
4,osmolality,~890 mOsm/kg,Enterobacter cancerogenus ATCC 35316,0.200987138,0.986,82,Enterobacter cancerogenus,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
4,osmolality,~890 mOsm/kg,Enterobacter cancerogenus ATCC 35316,0.208170248,0.963,82,Enterobacter cancerogenus,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
4,osmolality,~890 mOsm/kg,Enterobacter cancerogenus ATCC 35316,0.218798331,1.004,82,Enterobacter cancerogenus,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
1,osmolality,~1170 mOsm/kg,Enterobacter cancerogenus ATCC 35316,0.208215574,0.839,82,Enterobacter cancerogenus,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
1,osmolality,~1170 mOsm/kg,Enterobacter cancerogenus ATCC 35316,0.214989756,0.82,82,Enterobacter cancerogenus,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
1,osmolality,~1170 mOsm/kg,Enterobacter cancerogenus ATCC 35316,0.144409632,0.725,82,Enterobacter cancerogenus,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
2,osmolality,~1800 mOsm/kg,Enterobacter cancerogenus ATCC 35316,0.064891632,0.539,82,Enterobacter cancerogenus,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
2,osmolality,~1800 mOsm/kg,Enterobacter cancerogenus ATCC 35316,0.068320182,0.476,82,Enterobacter cancerogenus,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
2,osmolality,~1800 mOsm/kg,Enterobacter cancerogenus ATCC 35316,0.0650715,0.439,82,Enterobacter cancerogenus,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,#d55e00,#dd7e33,#e28e4d,#e69e66
5,pH,pH 4,Escherichia coli BW25113,0,0,83,Escherichia coli,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,#d55e00,#dd7e33,#e28e4d,#e69e66
5,pH,pH 4,Escherichia coli BW25113,0,0,83,Escherichia coli,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,#d55e00,#dd7e33,#e28e4d,#e69e66
5,pH,pH 4,Escherichia coli BW25113,0,0,83,Escherichia coli,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,#d55e00,#dd7e33,#e28e4d,#e69e66
6,pH,pH 5.5,Escherichia coli BW25113,0.13361735,0.197,83,Escherichia coli,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,#d55e00,#dd7e33,#e28e4d,#e69e66
6,pH,pH 5.5,Escherichia coli BW25113,0.129456517,0.154,83,Escherichia coli,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,#d55e00,#dd7e33,#e28e4d,#e69e66
6,pH,pH 5.5,Escherichia coli BW25113,0.110273789,0.193,83,Escherichia coli,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,#d55e00,#dd7e33,#e28e4d,#e69e66
7,pH,pH 6.9,Escherichia coli BW25113,0.412215883,1.315,83,Escherichia coli,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,#d55e00,#dd7e33,#e28e4d,#e69e66
7,pH,pH 6.9,Escherichia coli BW25113,0.450146903,1.287,83,Escherichia coli,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,#d55e00,#dd7e33,#e28e4d,#e69e66
7,pH,pH 6.9,Escherichia coli BW25113,0.438867317,1.32,83,Escherichia coli,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,#d55e00,#dd7e33,#e28e4d,#e69e66
8,pH,pH 7.4,Escherichia coli BW25113,0.476196383,1.322,83,Escherichia coli,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,#d55e00,#dd7e33,#e28e4d,#e69e66
8,pH,pH 7.4,Escherichia coli BW25113,0.443811849,1.327,83,Escherichia coli,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,#d55e00,#dd7e33,#e28e4d,#e69e66
