Condition_numeric,type,condition_category,Strain,category_magnitude,delta_pH,corrected_individual_rate,corrected_individual_OD,corrected_lag_time,condition,SILVA_phylum,SILVA_class,SILVA_order,SILVA_family,SILVA_genus,,,,
8,pH,pH 7.4,Ligilactobacillus ruminis ATCC 25644,1,0,0,0,0,7.6,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
8,pH,pH 7.4,Ligilactobacillus ruminis ATCC 25644,1,0,0,0,0,7.6,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
8,pH,pH 7.4,Ligilactobacillus ruminis ATCC 25644,1,0,0,0,0,7.6,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
8,pH,pH 7.4,Ligilactobacillus ruminis ATCC 25644,1,0,0,0,0,7.6,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
3,osmolality,condition 1: lowest osmolality,Ligilactobacillus salivarius HA118,1,0.345251172,0.526718397,1.089,3.58,446,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
3,osmolality,condition 1: lowest osmolality,Ligilactobacillus salivarius HA118,1,0.404870373,0.539602053,1.07,3.58,446,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
3,osmolality,condition 1: lowest osmolality,Ligilactobacillus salivarius HA118,1,0,0.5420967,1.099,0.033888889,446,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Ligilactobacillus salivarius HA118,2,0,0.474462999,0.943,0.033888889,896,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Ligilactobacillus salivarius HA118,2,0.584645176,0.505948121,1.008,4.245,896,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Ligilactobacillus salivarius HA118,2,0.358658691,0.536752128,0.994,4.023333333,896,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Ligilactobacillus salivarius HA118,3,0.7103162,0.293945208,0.76,5.796666667,1173,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Ligilactobacillus salivarius HA118,3,0.620943212,0.310713097,0.825,5.353333333,1173,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Ligilactobacillus salivarius HA118,3,0.571882728,0.329091136,0.839,5.575,1173,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Ligilactobacillus salivarius HA118,4,0,0,0,0,1823,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Ligilactobacillus salivarius HA118,4,0,0,0,0,1823,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Ligilactobacillus salivarius HA118,4,0,0,0,0,1823,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
5,pH,pH 4,Ligilactobacillus salivarius HA118,4,-0.580344663,0.003731541,0.221,11.33833333,4,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
5,pH,pH 4,Ligilactobacillus salivarius HA118,4,0,0.004258397,0.233,0.033888889,4,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
5,pH,pH 4,Ligilactobacillus salivarius HA118,4,0.108558505,0.004960336,0.201,30.84583333,4,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
6,pH,pH 5.5,Ligilactobacillus salivarius HA118,3,0,0.513316685,1.182,3.801666667,5.5,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
6,pH,pH 5.5,Ligilactobacillus salivarius HA118,3,0.500137298,0.57207837,1.199,3.58,5.5,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
6,pH,pH 5.5,Ligilactobacillus salivarius HA118,3,0.413977142,0.572675496,1.193,3.358333333,5.5,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
7,pH,pH 6.9,Ligilactobacillus salivarius HA118,2,0.764725703,0.548087889,1.085,3.58,6.9,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
7,pH,pH 6.9,Ligilactobacillus salivarius HA118,2,0.593795665,0.55223918,1.087,3.58,6.9,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
7,pH,pH 6.9,Ligilactobacillus salivarius HA118,2,0,0.555886096,1.093,0.033888889,6.9,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
8,pH,pH 7.4,Ligilactobacillus salivarius HA118,1,0,0.385552042,0.946,0.033888889,8,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
8,pH,pH 7.4,Ligilactobacillus salivarius HA118,1,0.318466792,0.486434169,0.957,6.461388889,8,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
8,pH,pH 7.4,Ligilactobacillus salivarius HA118,1,0.329262279,0.602170945,0.928,8.235,8,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,,,
3,osmolality,condition 1: lowest osmolality,Limosilactobacillus reuteri strain 1 NM11,1,0.196039924,0.217835563,0.588,1.141944444,451,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
3,osmolality,condition 1: lowest osmolality,Limosilactobacillus reuteri strain 1 NM11,1,0,0.219395959,0.553,1.363611111,451,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
3,osmolality,condition 1: lowest osmolality,Limosilactobacillus reuteri strain 1 NM11,1,0.210053818,0.233039842,0.544,1.363611111,451,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Limosilactobacillus reuteri strain 1 NM11,2,0,0.188739196,0.51,1.363611111,892,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Limosilactobacillus reuteri strain 1 NM11,2,0.357870755,0.207162912,0.501,1.363611111,892,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Limosilactobacillus reuteri strain 1 NM11,2,0.330881069,0.211872579,0.529,1.363611111,892,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Limosilactobacillus reuteri strain 1 NM11,3,0.146842584,0.102914508,0.347,2.250277778,1180,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Limosilactobacillus reuteri strain 1 NM11,3,0,0.103546855,0.348,2.250277778,1180,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Limosilactobacillus reuteri strain 1 NM11,3,0.190300908,0.1125628,0.38,2.028611111,1180,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Limosilactobacillus reuteri strain 1 NM11,4,0,0,0,0,1808,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Limosilactobacillus reuteri strain 1 NM11,4,0,0,0,0,1808,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Limosilactobacillus reuteri strain 1 NM11,4,0,0,0,0,1808,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
5,pH,pH 4,Limosilactobacillus reuteri strain 1 NM11,4,-0.044997648,0.107087667,0.681,2.028611111,3.9,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
5,pH,pH 4,Limosilactobacillus reuteri strain 1 NM11,4,0,0.118899259,0.668,0.033888889,3.9,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
5,pH,pH 4,Limosilactobacillus reuteri strain 1 NM11,4,-0.214436326,0.12725916,0.643,1.585277778,3.9,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
6,pH,pH 5.5,Limosilactobacillus reuteri strain 1 NM11,3,0.478751246,0.227929891,0.592,1.141944444,5.4,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
6,pH,pH 5.5,Limosilactobacillus reuteri strain 1 NM11,3,0,0.252606787,0.613,1.363611111,5.4,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
6,pH,pH 5.5,Limosilactobacillus reuteri strain 1 NM11,3,0.680290524,0.257217844,0.627,0.033888889,5.4,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
7,pH,pH 6.9,Limosilactobacillus reuteri strain 1 NM11,2,0,0.208453326,0.564,1.141944444,6.8,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
7,pH,pH 6.9,Limosilactobacillus reuteri strain 1 NM11,2,0.17481261,0.233161523,0.6,1.141944444,6.8,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
7,pH,pH 6.9,Limosilactobacillus reuteri strain 1 NM11,2,0.200935448,0.269052654,0.571,1.141944444,6.8,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
8,pH,pH 7.4,Limosilactobacillus reuteri strain 1 NM11,1,0.056468595,0.169036251,0.711,1.363611111,7.3,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
8,pH,pH 7.4,Limosilactobacillus reuteri strain 1 NM11,1,0.025234561,0.220003611,0.722,1.585277778,7.3,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
8,pH,pH 7.4,Limosilactobacillus reuteri strain 1 NM11,1,0.086348176,0.227851498,0.726,1.806944444,7.3,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
3,osmolality,condition 1: lowest osmolality,Limosilactobacillus reuteri strain 2 NM12,1,0.339871147,0.257154814,0.606,1.141944444,451,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
3,osmolality,condition 1: lowest osmolality,Limosilactobacillus reuteri strain 2 NM12,1,0.267386931,0.265578146,0.649,0.920277778,451,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
3,osmolality,condition 1: lowest osmolality,Limosilactobacillus reuteri strain 2 NM12,1,0.317642988,0.272394431,0.633,0.920277778,451,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Limosilactobacillus reuteri strain 2 NM12,2,0.132255841,0.193114643,0.487,1.363611111,892,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Limosilactobacillus reuteri strain 2 NM12,2,0,0.206834864,0.508,1.141944444,892,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Limosilactobacillus reuteri strain 2 NM12,2,0.105555763,0.244172313,0.538,1.141944444,892,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Limosilactobacillus reuteri strain 2 NM12,3,0,0.13133765,0.385,1.363611111,1180,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Limosilactobacillus reuteri strain 2 NM12,3,0.124481759,0.170961868,0.397,1.141944444,1180,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Limosilactobacillus reuteri strain 2 NM12,3,0.02189523,0.192547555,0.396,1.363611111,1180,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Limosilactobacillus reuteri strain 2 NM12,4,0,0,0,0,1808,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Limosilactobacillus reuteri strain 2 NM12,4,0,0,0,0,1808,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Limosilactobacillus reuteri strain 2 NM12,4,0,0,0,0,1808,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
5,pH,pH 4,Limosilactobacillus reuteri strain 2 NM12,4,0.079762476,0.124119366,0.81,1.363611111,3.9,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
5,pH,pH 4,Limosilactobacillus reuteri strain 2 NM12,4,0.016699532,0.130095249,0.872,1.585277778,3.9,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
5,pH,pH 4,Limosilactobacillus reuteri strain 2 NM12,4,0,0.146756353,0.9,1.363611111,3.9,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
6,pH,pH 5.5,Limosilactobacillus reuteri strain 2 NM12,3,0.328987799,0.212051622,0.734,0.920277778,5.4,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
6,pH,pH 5.5,Limosilactobacillus reuteri strain 2 NM12,3,0.554992054,0.226123385,0.794,0.920277778,5.4,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
6,pH,pH 5.5,Limosilactobacillus reuteri strain 2 NM12,3,0,0.230593622,0.717,0.920277778,5.4,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
7,pH,pH 6.9,Limosilactobacillus reuteri strain 2 NM12,2,0.235140351,0.240866964,0.603,1.141944444,6.8,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
7,pH,pH 6.9,Limosilactobacillus reuteri strain 2 NM12,2,0,0.250511916,0.753,1.141944444,6.8,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
7,pH,pH 6.9,Limosilactobacillus reuteri strain 2 NM12,2,0.174197585,0.26965725,0.623,0.920277778,6.8,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
8,pH,pH 7.4,Limosilactobacillus reuteri strain 2 NM12,1,0.092408611,0.066324449,0.199,0.033888889,7.3,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
8,pH,pH 7.4,Limosilactobacillus reuteri strain 2 NM12,1,0.050728268,0.093388645,0.217,1.363611111,7.3,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
8,pH,pH 7.4,Limosilactobacillus reuteri strain 2 NM12,1,0,0.107123144,0.186,1.585277778,7.3,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,,,
3,osmolality,condition 1: lowest osmolality,Mitsuokella multacida A 405-1 ATCC 27723,1,1.349658543,0.204090964,0.759,5.353333333,446,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,,,,
3,osmolality,condition 1: lowest osmolality,Mitsuokella multacida A 405-1 ATCC 27723,1,0,0.21112367,0.751,5.353333333,446,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,,,,
3,osmolality,condition 1: lowest osmolality,Mitsuokella multacida A 405-1 ATCC 27723,1,1.267426006,0.23202372,0.793,5.575,446,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Mitsuokella multacida A 405-1 ATCC 27723,2,1.292051025,0.044557067,0.323,12.44638889,891,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Mitsuokella multacida A 405-1 ATCC 27723,2,1.29732857,0.05869461,0.331,0.033888889,891,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Mitsuokella multacida A 405-1 ATCC 27723,2,0,0.063966953,0.328,0.033888889,891,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Mitsuokella multacida A 405-1 ATCC 27723,3,0.275347608,0.010387811,0.126,21.97805556,1179,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Mitsuokella multacida A 405-1 ATCC 27723,3,0.38867848,0.012163825,0.113,20.42638889,1179,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Mitsuokella multacida A 405-1 ATCC 27723,3,0.485378538,0.012904244,0.123,20.64805556,1179,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Mitsuokella multacida A 405-1 ATCC 27723,4,0,0,0,0,1784,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Mitsuokella multacida A 405-1 ATCC 27723,4,0,0,0,0,1784,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Mitsuokella multacida A 405-1 ATCC 27723,4,0,0,0,0,1784,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,,,,
5,pH,pH 4,Mitsuokella multacida A 405-1 ATCC 27723,4,0,0,0,0,4,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,,,,
5,pH,pH 4,Mitsuokella multacida A 405-1 ATCC 27723,4,0,0,0,0,4,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,,,,
5,pH,pH 4,Mitsuokella multacida A 405-1 ATCC 27723,4,0,0,0,0,4,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,,,,
6,pH,pH 5.5,Mitsuokella multacida A 405-1 ATCC 27723,3,0.603267774,0.032487471,0.165,5.796666667,5.5,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,,,,
6,pH,pH 5.5,Mitsuokella multacida A 405-1 ATCC 27723,3,0.508943892,0.032767456,0.163,6.018333333,5.5,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,,,,
6,pH,pH 5.5,Mitsuokella multacida A 405-1 ATCC 27723,3,0,0.033262347,0.156,6.018333333,5.5,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,,,,
7,pH,pH 6.9,Mitsuokella multacida A 405-1 ATCC 27723,2,1.11135796,0.143156721,0.664,5.796666667,6.7,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,,,,
7,pH,pH 6.9,Mitsuokella multacida A 405-1 ATCC 27723,2,0,0.154527434,0.641,0.033888889,6.7,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,,,,
7,pH,pH 6.9,Mitsuokella multacida A 405-1 ATCC 27723,2,1.389829383,0.159794868,0.694,6.018333333,6.7,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,,,,
8,pH,pH 7.4,Mitsuokella multacida A 405-1 ATCC 27723,1,-0.034951298,0.008805745,0.003,0,7.5,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,,,,
8,pH,pH 7.4,Mitsuokella multacida A 405-1 ATCC 27723,1,0.047034408,0.13523523,0.282,0.033888889,7.5,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,,,,
8,pH,pH 7.4,Mitsuokella multacida A 405-1 ATCC 27723,1,-0.002743347,0.136921793,0.003,108.6816667,7.5,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Mitsuokella,,,,
3,osmolality,condition 1: lowest osmolality,Olsenella uli ATCC 49627,1,0,0,0,0,234,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,,,,
3,osmolality,condition 1: lowest osmolality,Olsenella uli ATCC 49627,1,0,0,0,0,234,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,,,,
3,osmolality,condition 1: lowest osmolality,Olsenella uli ATCC 49627,1,0,0,0,0,234,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Olsenella uli ATCC 49627,2,0,0,0,0,889,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Olsenella uli ATCC 49627,2,0,0,0,0,889,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Olsenella uli ATCC 49627,2,0,0,0,0,889,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Olsenella uli ATCC 49627,3,0,0,0,0,1177,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Olsenella uli ATCC 49627,3,0,0,0,0,1177,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Olsenella uli ATCC 49627,3,0,0,0,0,1177,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Olsenella uli ATCC 49627,4,0,0,0,0,1803,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Olsenella uli ATCC 49627,4,0,0,0,0,1803,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Olsenella uli ATCC 49627,4,0,0,0,0,1803,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,,,,
6,pH,pH 4,Olsenella uli ATCC 49627,4,0,0,0,0,4,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,,,,
6,pH,pH 4,Olsenella uli ATCC 49627,4,0,0,0,0,4,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,,,,
6,pH,pH 4,Olsenella uli ATCC 49627,4,0,0,0,0,4,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,,,,
7,pH,pH 5.5,Olsenella uli ATCC 49627,3,0.796146423,0.010703916,0.11,9.565277778,5.5,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,,,,
7,pH,pH 5.5,Olsenella uli ATCC 49627,3,0.700884975,0.011478234,0.111,9.343611111,5.5,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,,,,
7,pH,pH 5.5,Olsenella uli ATCC 49627,3,1.019643819,0.012376766,0.344,0.033888889,5.5,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,,,,
5,pH,pH 6.9,Olsenella uli ATCC 49627,2,0,0,0,0,6.8,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,,,,
5,pH,pH 6.9,Olsenella uli ATCC 49627,2,0,0,0,0,6.8,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,,,,
5,pH,pH 6.9,Olsenella uli ATCC 49627,2,0,0,0,0,6.8,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,,,,
8,pH,pH 7.4,Olsenella uli ATCC 49627,1,0,0,0,0,7.2,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,,,,
8,pH,pH 7.4,Olsenella uli ATCC 49627,1,0,0,0,0,7.2,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,,,,
8,pH,pH 7.4,Olsenella uli ATCC 49627,1,0,0,0,0,7.2,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,,,,
3,osmolality,condition 1: lowest osmolality,Parabacteroides distasonis ATCC 8503,1,0,0.072065092,1.056,3.136388889,451,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,,,
3,osmolality,condition 1: lowest osmolality,Parabacteroides distasonis ATCC 8503,1,1.07841717,0.073428155,1.084,0.033888889,451,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,,,
3,osmolality,condition 1: lowest osmolality,Parabacteroides distasonis ATCC 8503,1,1.043837908,0.077194376,1.106,2.693055556,451,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Parabacteroides distasonis ATCC 8503,2,0.869163614,0.096015238,0.98,1.806666667,892,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Parabacteroides distasonis ATCC 8503,2,0,0.10319191,0.995,0.033888889,892,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Parabacteroides distasonis ATCC 8503,2,0.864216288,0.10595486,1.006,0.033888889,892,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Parabacteroides distasonis ATCC 8503,3,0.734262628,0.026764763,0.542,4.244444444,1180,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,,,
